Dolphin-chuck散热底座B,Dolphin Chuck Cooling Base B,,,,,,,,,,,,,,,,,,
Dolphin-chuck锁定块,Dolphin Chuck Lock Block,,,,,,,,,,,,,,,,,,
Dolphin-chuck凸轮,Dolphin Chuck Cam,,,,,,,,,,,,,,,,,,
Dolphin-chuck凸轮间隔套,Dolphin Chuck Cam Spacer Sleeve,,,,,,,,,,,,,,,,,,
Dolphin-Chuck凸轮随动,Dolphin Chuck Cam Follower,,,,,,,,,,,,,,,,,,
Dolphin-chuck凸轮轴,Dolphin Chuck Camshaft,,,,,,,,,,,,,,,,,,
Dolphin-chuck线材压板,Dolphin Chuck Wire Pressing Plate,,,,,,,,,,,,,,,,,,
Dolphin-Chuck芯片定位销,Dolphin Chuck Flow Cell Positioning Pin,,,,,,,,,,,,,,,,,,
Dolphin-chuck压紧底座A,Dolphin Chuck Clamping Base A,,,,,,,,,,,,,,,,,,
Dolphin-chuck压紧底座B,Dolphin Chuck Clamping Base B,,,,,,,,,,,,,,,,,,
Dolphin-chuck预压盖板1,Dolphin Chuck Pre-press Cover Plate 1,,,,,,,,,,,,,,,,,,
Dolphin-chuck预压盖板2,Dolphin Chuck Pre-press Cover Plate 2,,,,,,,,,,,,,,,,,,
Dolphin-chuck预压座,Dolphin Chuck Pre-press Base,,,,,,,,,,,,,,,,,,
Dolphin-chuck载台A,Dolphin Chuck Stage A,,,,,,,,,,,,,,,,,,
Dolphin-chuck载台B,Dolphin Chuck Stage B,,,,,,,,,,,,,,,,,,
Dolphin-chuck轴承盖,Dolphin Chuck Bearing Cover,,,,,,,,,,,,,,,,,,
Dolphin-DC板卡安装架,Dolphin DC Board Mounting Bracket,,,,,,,,,,,,,,,,,,
Dolphin-DC电源箱JSY,Dolphin DC Power Supply Box-JSY,,,,,,,,,,,,,,,,,,
Dolphin-DC电源箱TDK,Dolphin DC Power Supply Box-TDK,,,,,,,,,,,,,,,,,,
Dolphin-LC转接板,Dolphin LC Adapter Board,,,,,,,,,,,,,,,,,,
dolphin-MLRFID转接座,Dolphin ML RFID Adapter,,,,,,,,,,,,,,,,,,
dolphin-MLXY运输固定,Dolphin ML XY-axis Fixed Block,,,,,,,,,,,,,,,,,,
dolphin-MLZ运输固定,Dolphin ML Z-axis Fixed Block,,,,,,,,,,,,,,,,,,
dolphin-ML抽屉把手A,Dolphin ML Drawer Handle A,,,,,,,,,,,,,,,,,,
dolphin-ML抽屉把手B,Dolphin ML Drawer Handle B,,,,,,,,,,,,,,,,,,
Dolphin-ML抽屉导风罩,Dolphin ML Drawer Guide Cover,,,,,,,,,,,,,,,,,,
dolphin-ML抽屉到位块,Dolphin ML Drawer In-Position Block,,,,,,,,,,,,,,,,,,
Dolphin-ML抽屉风道密封棉,Dolphin ML Drawer Air Duct Sealing Cotton,,,,,,,,,,,,,,,,,,
dolphin-ML弹簧销,Dolphin ML Spring Pin,,,,,,,,,,,,,,,,,,
dolphin-ML底板A,Dolphin Side-A ML Bottom Plate,,,,,,,,,,,,,,,,,,
dolphin-ML底板B,Dolphin Side-B ML Bottom Plate,,,,,,,,,,,,,,,,,,
dolphin-ML立柱,Dolphin ML Column,,,,,,,,,,,,,,,,,,
Dolphin-ML试剂盒A边框,Dolphin ML Cartridge A Border,,,,,,,,,,,,,,,,,,
Dolphin-ML试剂盒A边框-丝印,Dolphin ML Cartridger A Border - Silkscreen,,,,,,,,,,,,,,,,,,
Dolphin-ML试剂盒B边框,Dolphin ML Cartridge B Border,,,,,,,,,,,,,,,,,,
Dolphin-ML试剂盒B边框-丝印,Dolphin ML Cartridger B Border - Silkscreen,,,,,,,,,,,,,,,,,,
dolphin-ML试剂针,Dolphin ML Reagent Needle,,,,,,,,,,,,,,,,,,
dolphin-ML压紧块,Dolphin ML Clamping Block,,,,,,,,,,,,,,,,,,
dolphin-ML主控板挡板,Dolphin ML Main Control Board Shield,,,,,,,,,,,,,,,,,,
dolphin-ML装饰外壳A,Dolphin ML Decorative Shell A,,,,,,,,,,,,,,,,,,
dolphin-ML装饰外壳B,Dolphin ML Decorative Shell B,,,,,,,,,,,,,,,,,,
dolphin-ML走线架,Dolphin ML Cable Rack,,,,,,,,,,,,,,,,,,
Dolphin-PCR挡板,Dolphin PCR Access Panel,,,,,,,,,,,,,,,,,,
Dolphin-PCR导热块,Dolphin PCR Thermal Block,,,,,,,,,,,,,,,,,,
Dolphin-PCR隔热板A,Dolphin Side-A PCR Heat Shield,,,,,,,,,,,,,,,,,,
Dolphin-PCR隔热板B,Dolphin Side-B PCR Heat Shield,,,,,,,,,,,,,,,,,,
Dolphin-PCR加热板A,Dolphin Side-A PCR Heating Plate,,,,,,,,,,,,,,,,,,
Dolphin-PCR加热板B,Dolphin Side-B PCR Heating Plate,,,,,,,,,,,,,,,,,,
dolphin-PCR转接座,Dolphin PCR Adapter,,,,,,,,,,,,,,,,,,
dolphin-RFID转接座A,Dolphin RFID Adapter A,,,,,,,,,,,,,,,,,,
dolphin-RF天线转接板-直出,Dolphin RF Antenna Adapter Board - Straight Out,,,,,,,,,,,,,,,,,,
Dolphin-SBC安装板,Dolphin SBC Mounting Plate,,,,,,,,,,,,,,,,,,
Dolphin-SBC按键底座,Dolphin SBC Button Base,,,,,,,,,,,,,,,,,,
Dolphin-SBC按钮,Dolphin SBC Button,,,,,,,,,,,,,,,,,,
Dolphin-SBC散热风扇支架,Dolphin SBC Cooling Fan Bracket,,,,,,,,,,,,,,,,,,
dolphin-X轴板卡支板A,Dolphin X-axis Board Mounting Plate A,,,,,,,,,,,,,,,,,,
dolphin-X轴板卡支板B,Dolphin X-axis Board Mounting Plate B,,,,,,,,,,,,,,,,,,
dolphin-Y轴板卡挡板,Dolphin Y-axis Board Shield,,,,,,,,,,,,,,,,,,
dolphin-Y轴缓冲垫转接座,Dolphin Y-axis Cushion Adapter,,,,,,,,,,,,,,,,,,
Dolphin-ZY驱动器安装座,Dolphin ZY Driver Installation Mount,,,,,,,,,,,,,,,,,,
dolphin-Z轴板卡挡板,Dolphin Z-axis Board Shield,,,,,,,,,,,,,,,,,,
dolphin-Z轴板卡挡板A,Dolphin Z-axis Board Shield A,,,,,,,,,,,,,,,,,,
Dolphin安全测试操作规范,Dolphin Security Test Operation Specification,,,,,,,,,,,,,,,,,,
Dolphin安全测试操作记录表,Dolphin Security Test Operation Record Form,,,,,,,,,,,,,,,,,,
Dolphin-搬运手柄,Dolphin Carrying Handle,,,,,,,,,,,,,,,,,,
Dolphin板卡烧录工艺,Dolphin Board Burning Process,,,,,,,,,,,,,,,,,,
Dolphin包装工艺,Dolphin Packaging Process,,,,,,,,,,,,,,,,,,
dolphin-侧板下侧卡槽,Dolphin Side Panel Bottom Slot,,,,,,,,,,,,,,,,,,
Dolphin产品PFMEA,Dolphin Product PFMEA,,,,,,,,,,,,,,,,,,
dolphin-齿轮基板A,Dolphin Gear Base A,,,,,,,,,,,,,,,,,,
dolphin-齿轮基板B,Dolphin Gear Base B,,,,,,,,,,,,,,,,,,
dolphin-齿轮壳A,Dolphin Gear Housing A,,,,,,,,,,,,,,,,,,
dolphin-齿轮壳B,Dolphin Gear Housing B,,,,,,,,,,,,,,,,,,
dolphin-齿轮箱盖板A,Dolphin Gearbox Cover Plate A,,,,,,,,,,,,,,,,,,
dolphin-齿轮箱盖板B,Dolphin Gearbox Cover Plate B,,,,,,,,,,,,,,,,,,
dolphin-齿轮轴,Dolphin Gear Shaft,,,,,,,,,,,,,,,,,,
dolphin-齿轮轴2,Dolphin Gear Shaft 2,,,,,,,,,,,,,,,,,,
dolphin-抽屉板卡挡板,Dolphin Drawer Control Board Shield,,,,,,,,,,,,,,,,,,
dolphin-抽屉板卡挡板A,Dolphin Drawer Circuit Board Baffle,,,,,,,,,,,,,,,,,,
dolphin-抽屉底板A,Dolphin Side-A Drawer Bottom Plate,,,,,,,,,,,,,,,,,,
dolphin-抽屉底板B,Dolphin Side-B Drawer Bottom Plate,,,,,,,,,,,,,,,,,,
dolphin-抽屉光耦挡片,Dolphin Drawer Optocoupler Shield,,,,,,,,,,,,,,,,,,
dolphin-抽屉内风道,Dolphin Inlet Air Duct of Drawer,,,,,,,,,,,,,,,,,,
dolphin-抽屉拖链支撑板,Dolphin Drag Chain Support Plate of Drawer,,,,,,,,,,,,,,,,,,
dolphin-抽屉拖链支撑板2,Dolphin Drag Chain Support Plate 2 of Drawer,,,,,,,,,,,,,,,,,,
dolphin-抽屉拖链支撑板2A,Dolphin Drag Chain Support Plate 2A of Drawer,,,,,,,,,,,,,,,,,,
dolphin-抽屉外风道A,Dolphin Side-A Outlet Air Duct of Drawer,,,,,,,,,,,,,,,,,,
dolphin-抽屉外风道B,Dolphin Side-B Outlet Air Duct of Drawer,,,,,,,,,,,,,,,,,,
dolphin-抽屉轴套,Dolphin Drawer Busing,,,,,,,,,,,,,,,,,,
Dolphin-储液池B,Dolphin Storage Tank B,,,,,,,,,,,,,,,,,,
Dolphin-储液池板卡压线板,Dolphin StorageTank Wire Plate,,,,,,,,,,,,,,,,,,
Dolphin-储液池板卡转接板A,Dolphin Storage Tank Circuit Board Adapter A,,,,,,,,,,,,,,,,,,
Dolphin-储液池板卡转接板B,Dolphin StorageTank Circuit Board Adapter B,,,,,,,,,,,,,,,,,,
Dolphin-储液池底座,Dolphin Storage Tank Base,,,,,,,,,,,,,,,,,,
Dolphin-储液池电磁阀座AK,Dolphin StorageTank Solenoid Valve Seat AK,,,,,,,,,,,,,,,,,,
Dolphin-储液池电磁阀座AS,Dolphin Storage Tank Solenoid Valve Seat AS,,,,,,,,,,,,,,,,,,
Dolphin-储液池电磁阀座BK,Dolphin StorageTank Solenoid Valve Seat BK,,,,,,,,,,,,,,,,,,
Dolphin-储液池电磁阀座BS,Dolphin Storage Tank Solenoid Valve Seat BS,,,,,,,,,,,,,,,,,,
Dolphin-储液池顶部防护板,Dolphin StorageTank Top Guard,,,,,,,,,,,,,,,,,,
Dolphin-储液池固定扣,Dolphin Storage Tank Fixing Buckle,,,,,,,,,,,,,,,,,,
Dolphin-储液池汇流板,Dolphin Storage Tank Manifold,,,,,,,,,,,,,,,,,,
Dolphin-储液池进液电磁阀座,Dolphin Storage Tank Inlet Solenoid Valve Seat,,,,,,,,,,,,,,,,,,
Dolphin-磁吸安装板,Dolphin Magnetic Mounting Plate,,,,,,,,,,,,,,,,,,
dolphin带轮调节块,Dolphin Wheel Adjustment Block,,,,,,,,,,,,,,,,,,
dolphin-单管挡片,Dolphin Single-tube Induction Plate,,,,,,,,,,,,,,,,,,
dolphin-挡块,Dolphin Baffle Plate,,,,,,,,,,,,,,,,,,
Dolphin-灯条安装板,Dolphin Light Bar Mounting Plate,,,,,,,,,,,,,,,,,,
Dolphin-底部防尘棉,Dolphin Bottom Dustproof Cotton,,,,,,,,,,,,,,,,,,
dolphin-底部防尘棉抽屉,Dolphin Bottom Dustproof Cotton Drawer,,,,,,,,,,,,,,,,,,
Dolphin-底部风道,Dolphin Bottom Air Duct,,,,,,,,,,,,,,,,,,
Dolphin-电磁锁防护板,Dolphin Electromagnetic Lock Protection Plate,,,,,,,,,,,,,,,,,,
Dolphin-电磁锁固定座C,Dolphin Electromagnetic Lock Fixation Seat C,,,,,,,,,,,,,,,,,,
Dolphin电机固定板,Dolphin Motor Fixation Plate,,,,,,,,,,,,,,,,,,
Dolphin-电机张紧调节块,Dolphin Motor Tension Adjustment Block,,,,,,,,,,,,,,,,,,
Dolphin-电源固定侧板,Dolphin Power Side Fixation Plate,,,,,,,,,,,,,,,,,,
Dolphin电源组件生产记录表,Dolphin Power Module Production Record Form,,,,,,,,,,,,,,,,,,
Dolphin电源组件装配工艺,Dolphin Power Module Assembly Process,,,,,,,,,,,,,,,,,,
Dolphin电子电控系统框图,Dolphin Electronic Control System Block Diagram,,,,,,,,,,,,,,,,,,
Dolphin-顶板,Dolphin Top Shell,,,,,,,,,,,,,,,,,,
Dolphin-顶部防尘棉A,Dolphin Top Dustproof Cotton A,,,,,,,,,,,,,,,,,,
Dolphin-顶部防尘棉B,Dolphin Top Dustproof Cotton B,,,,,,,,,,,,,,,,,,
dolphin-顶珠转接座,Dolphin Top Ball Plunger Base,,,,,,,,,,,,,,,,,,
dolphin-定位槽1,Dolphin Positioning Slot 1,,,,,,,,,,,,,,,,,,
dolphin-定位槽2,Dolphin Positioning Slot 2,,,,,,,,,,,,,,,,,,
dolphin-惰轮轴,Dolphin Idler Shaft,,,,,,,,,,,,,,,,,,
Dolphin-发射端挡光板,Dolphin Transmitter Light Shield,,,,,,,,,,,,,,,,,,
dolphin-翻盖衬套,Dolphin Flipcover Busing,,,,,,,,,,,,,,,,,,
dolphin-翻盖衬套2,Dolphin Flipcover Busing 2,,,,,,,,,,,,,,,,,,
dolphin-翻盖齿轮箱A,Dolphin Flipcover Gearbox A,,,,,,,,,,,,,,,,,,
dolphin-翻盖齿轮箱B,Dolphin Flipcover Gearbox B,,,,,,,,,,,,,,,,,,
dolphin-翻盖光耦挡片,Dolphin Flip Cover Optocoupler Baffle,,,,,,,,,,,,,,,,,,
dolphin-翻盖合页,Dolphin Flipcover Hinge,,,,,,,,,,,,,,,,,,
dolphin-翻盖线槽A,Dolphin Flipcover Cable Reservoir A,,,,,,,,,,,,,,,,,,
dolphin-翻盖线槽B,Dolphin Flipcover Cable Reservoir B,,,,,,,,,,,,,,,,,,
dolphin-翻盖遮板A,Dolphin Shield A for Flipcover,,,,,,,,,,,,,,,,,,
dolphin-翻盖遮板B,Dolphin Shield B for Flipcover,,,,,,,,,,,,,,,,,,
dolphin-翻盖转轴,Dolphin Flipcover Hinge Shaft,,,,,,,,,,,,,,,,,,
Dolphin-废液泵安装座,Dolphin Waste Pump Mounting Plate,,,,,,,,,,,,,,,,,,
Dolphin-废液管接口板,Dolphin Waste Tube Interface Board,,,,,,,,,,,,,,,,,,
Dolphin-废液接头固定座,Dolphin Waste Liquid Connector Fixation Seat,,,,,,,,,,,,,,,,,,
Dolphin-废液块安装架,Dolphin Waste Block Mounting Bracket,,,,,,,,,,,,,,,,,,
Dolphin-废液收集块,Dolphin Waste Liquid Collection Block,,,,,,,,,,,,,,,,,,
Dolphin-风道底板,Dolphin Air Duct Mount,,,,,,,,,,,,,,,,,,
dolphin-风道泡棉,Dolphin Air Duct Foam,,,,,,,,,,,,,,,,,,
dolphin-风扇固定座,Dolphin Fan Fixation Seat,,,,,,,,,,,,,,,,,,
Dolphin-服务器底部隔热板,Dolphin Server Bottom Insulation Board,,,,,,,,,,,,,,,,,,
Dolphin-服务器固定板,Dolphin Server Fixing Plate,,,,,,,,,,,,,,,,,,
Dolphin辅料BOM,Dolphin Accessories BOM,,,,,,,,,,,,,,,,,,
dolphin-感应片压板,Dolphin Induction Plate Pressing Plate,,,,,,,,,,,,,,,,,,
dolphin-感应片压板2,Dolphin Induction Plate Pressing Plate 2,,,,,,,,,,,,,,,,,,
dolphin-隔板A,Dolphin Partition A,,,,,,,,,,,,,,,,,,
dolphin-隔板B,Dolphin Partition B,,,,,,,,,,,,,,,,,,
dolphin-隔板支座1,Dolphin Partition Support Plate 1,,,,,,,,,,,,,,,,,,
dolphin-隔板支座2,Dolphin Partition Support Plate 2,,,,,,,,,,,,,,,,,,
Dolphin-光机定位挡边,Dolphin Optical Module Positioning Rib,,,,,,,,,,,,,,,,,,
dolphin-光耦转接板,Dolphin Optocoupler Adapter Board,,,,,,,,,,,,,,,,,,
Dolphin光学工装,Dolphin Optical Tooling,,,,,,,,,,,,,,,,,,
Dolphin光学系统IQC检验规范,Dolphin Optical System IQC Inspection Specification,,,,,,,,,,,,,,,,,,
Dolphin-焊接主框架,Dolphin Welding Main Frame,,,,,,,,,,,,,,,,,,
Dolphin-后侧散热风扇支架,Dolphin Rear Cooling Fan Bracket,,,,,,,,,,,,,,,,,,
Dolphin-后盖,Dolphin Rear Cover,,,,,,,,,,,,,,,,,,
Dolphin-机架底部护板,Dolphin Rack Bottom Protection Plate,,,,,,,,,,,,,,,,,,
Dolphin-机架外壳前面板,Dolphin Frame Housing and Front Panel,,,,,,,,,,,,,,,,,,
Dolphin-机架外壳前面板来料检验规范,Dolphin Rack Housing (Front Panel) Incoming Inspection Specification,,,,,,,,,,,,,,,,,,
Dolphin基因测序仪整机控制器固件,Dolphin Genetic Sequencer Whole Unit Controller Firmware,,,,,,,,,,,,,,,,,,
Dolphin-激光器出线侧固定板,Dolphin Laser Wiring Side Fixation Plate,,,,,,,,,,,,,,,,,,
Dolphin-激光器光纤侧固定板,Dolphin Laser Fiber Side Fixation Plate,,,,,,,,,,,,,,,,,,
Dolphin-激光器内部卡板,Dolphin Laser Inner Fixing Plate,,,,,,,,,,,,,,,,,,
dolphin-加热膜后盖板,Dolphin Rear Cover Plate for Heating Film,,,,,,,,,,,,,,,,,,
dolphin-加热片安装板,Dolphin Heating Plate Installation Plate,,,,,,,,,,,,,,,,,,
dolphin-加热片盖板,Dolphin Heating Plate Cover Plate,,,,,,,,,,,,,,,,,,
Dolphin检验报告,Dolphin Inspection Report,,,,,,,,,,,,,,,,,,
Dolphin-键盘后侧维修板,Dolphin Keyboard Rear Maintenance Panel,,,,,,,,,,,,,,,,,,
Dolphin-键盘门组件,Dolphin Keyboard Door Assembly,,,,,,,,,,,,,,,,,,
Dolphin-键盘轴安装块A,Dolphin Keyboard Shaft Installation Block A,,,,,,,,,,,,,,,,,,
Dolphin-键盘轴安装块B,Dolphin Keyboard Shaft Installation Block B,,,,,,,,,,,,,,,,,,
Dolphin-交互面板组件,Dolphin Interactive Panel Assembly,,,,,,,,,,,,,,,,,,
Dolphin-交互面板组件-丝印,Dolphin Interactive Panel Assembly - Silkscreen,,,,,,,,,,,,,,,,,,
Dolphin-脚杯限高环,Dolphin Foot Cup Height Limiting Ring,,,,,,,,,,,,,,,,,,
Dolphin-接收端挡光板,Dolphin Receiver Light Shield,,,,,,,,,,,,,,,,,,
Dolphin开发文档清单,Dolphin Design History File (DHF) List,,,,,,,,,,,,,,,,,,
Dolphin-喇叭底座,Dolphin Speaker Base,,,,,,,,,,,,,,,,,,
Dolphin流体系统连接图,Dolphin Fluidics System Connect Diagram,,,,,,,,,,,,,,,,,,
dolphin-门把手转接座,Dolphin Door Handle Adapter,,,,,,,,,,,,,,,,,,
dolphin-门间饰条,Dolphin Decorative Strips Between Doors,,,,,,,,,,,,,,,,,,
Dolphin平台控制器组件装配工艺,Dolphin XYZT Controller Module Assembly Process,,,,,,,,,,,,,,,,,,
Dolphin-气泵底座,Dolphin Air Pump Base,,,,,,,,,,,,,,,,,,
Dolphin-气泵固定板,Dolphin Air Pump Mounting Plate,,,,,,,,,,,,,,,,,,
Dolphin-气管固定板,Dolphin Air Tube Fixation Plate,,,,,,,,,,,,,,,,,,
Dolphin-气路板卡安装板,Dolphin Circuit Board Mounting Plate for Air Path,,,,,,,,,,,,,,,,,,
Dolphin-气路板卡防护,Dolphin Cover of Air Path Circuit Board,,,,,,,,,,,,,,,,,,
Dolphin-气路泵阀底座,Dolphin Valve Base for Air Path,,,,,,,,,,,,,,,,,,
Dolphin-气路电磁阀整流座,Dolphin Pneumatic Solenoid Valve Rectifier Seat,,,,,,,,,,,,,,,,,,
Dolphin气路组件生产记录表,Dolphin Air Path Module Production Record Form,,,,,,,,,,,,,,,,,,
Dolphin气路组件装配工艺,Dolphin Air Path Module Assembly Process,,,,,,,,,,,,,,,,,,
Dolphin-前面板A边焊接框架,Dolphin Front Panel Side A Welding Frame,,,,,,,,,,,,,,,,,,
Dolphin-前面板B边焊接框架,Dolphin Front Panel Side B Welding Frame,,,,,,,,,,,,,,,,,,
Dolphin-前面板钣金组件,Dolphin Front Panel Sheet Metal Assembly,,,,,,,,,,,,,,,,,,
Dolphin-前面板下层焊接框架,Dolphin Front Panel Lower Layer Welding Frame,,,,,,,,,,,,,,,,,,
Dolphin前面壳组件生产记录表,Dolphin Front Housing Module Production Record Form,,,,,,,,,,,,,,,,,,
Dolphin前面壳组件装配工艺,Dolphin Front Housing Assembly Process,,,,,,,,,,,,,,,,,,
Dolphin-清洗池-L,Dolphin Cleaning Tank-L,,,,,,,,,,,,,,,,,,
dolphin-清洗池-R,Dolphin Cleaning Tank-R,,,,,,,,,,,,,,,,,,
Dolphin清洗池位置学习夹具,Dolphin Cleaning Tank Position Learning Tooling,,,,,,,,,,,,,,,,,,
dolphin-热盖底座,Dolphin Heated Lid Base,,,,,,,,,,,,,,,,,,
dolphin-热盖盖板,Dolphin Heated Lid Cover Plate,,,,,,,,,,,,,,,,,,
Dolphin-柔性风道,Dolphin Flexible Air Duct,,,,,,,,,,,,,,,,,,
Dolphin软件安装工艺,Dolphin Software Installation Process,,,,,,,,,,,,,,,,,,
Dolphin-三通阀支架-9连,Dolphin Three-way Valve Bracket-9 Connections,,,,,,,,,,,,,,,,,,
Dolphin-三通接头,Dolphin Three-way Fitting,,,,,,,,,,,,,,,,,,
Dolphin设备包装箱,Dolphin Wood Packaging,,,,,,,,,,,,,,,,,,
Dolphin-升降电机安装板,Dolphin Lifting Motor Mounting Plate,,,,,,,,,,,,,,,,,,
dolphin升降电机转接板,Dolphin Lifting Motor Adapter Board,,,,,,,,,,,,,,,,,,
dolphin升降光耦支架,Dolphin Reagent Needle Movement Optocoupler Bracket,,,,,,,,,,,,,,,,,,
Dolphin-升降屏轴套,Dolphin Auto-sliding Screen Sleeve,,,,,,,,,,,,,,,,,,
dolphin升降上限位块,Dolphin Upper Limit Column,,,,,,,,,,,,,,,,,,
Dolphin-升降下限位柱,Dolphin Lower Limit Column,,,,,,,,,,,,,,,,,,
Dolphin生产流程图,Dolphin Production Flow Chart,,,,,,,,,,,,,,,,,,
Dolphin生产装配、整机调试记录表,Dolphin Production Assembly and Whole Unit Debugging Record Form,,,,,,,,,,,,,,,,,,
dolphin试剂仓RF天线转接板,Dolphin Reagent Compartment RF Antenna Adapter Board,,,,,,,,,,,,,,,,,,
dolphin试剂仓弹簧压板,Dolphin Spring Pressing Plate of Reagent Compartment,,,,,,,,,,,,,,,,,,
Dolphin-试剂仓导风罩,Dolphin Reagent Compartment Air Guide Cover,,,,,,,,,,,,,,,,,,
dolphin试剂仓底板,Dolphin Bottom Plate of Reagent Compartment,,,,,,,,,,,,,,,,,,
dolphin试剂仓顶板,Dolphin Top Plate of Reagent Compartment,,,,,,,,,,,,,,,,,,
dolphin试剂仓顶隔板,Dolphin Top Partition Plate of Reagent Compartment,,,,,,,,,,,,,,,,,,
dolphin试剂仓光耦挡片,Dolphin Optocoupler Block for Sequencing Reagent Needle Movement,,,,,,,,,,,,,,,,,,
dolphin试剂仓后背板,Dolphin Back Panel of Reagent Compartment,,,,,,,,,,,,,,,,,,
dolphin试剂仓三通支架,Dolphin Three-way Bracket for Reagent Compartment,,,,,,,,,,,,,,,,,,
Dolphin试剂仓散热板,Dolphin Heat Sink Plate of Reagent Compartment,,,,,,,,,,,,,,,,,,
dolphin试剂仓压线板-RF,Dolphin Reagent Compartment Crimping Board-RF,,,,,,,,,,,,,,,,,,
dolphin试剂仓右侧板,Dolphin Right Panel of Reagent Compartment,,,,,,,,,,,,,,,,,,
Dolphin试剂仓制冷块,Dolphin Reagent Compartment Cooling Block,,,,,,,,,,,,,,,,,,
Dolphin试剂仓制冷密封棉,Dolphin Reagent Compartment Refrigeration Sealing Cotton,,,,,,,,,,,,,,,,,,
Dolphin试剂仓制冷压板,Dolphin Reagent Compartment Cooling Pressure Plate,,,,,,,,,,,,,,,,,,
dolphin试剂仓左侧板,Dolphin Left Panel of Reagent Compartment,,,,,,,,,,,,,,,,,,
Dolphin-试剂盒A面板边框,Dolphin ML Compartment Panel A Border,,,,,,,,,,,,,,,,,,
Dolphin-试剂盒A面板边框-丝印,Dolphin Cartridger A Panel Border - Silkscreen,,,,,,,,,,,,,,,,,,
Dolphin-试剂盒B面板边框,Dolphin ML Compartment Panel B Border,,,,,,,,,,,,,,,,,,
Dolphin-试剂盒B面板边框-丝印,Dolphin Cartridger B Panel Border - Silkscreen,,,,,,,,,,,,,,,,,,
Dolphin-试剂盒安装压板,Dolphin Kit Mounting Plate,,,,,,,,,,,,,,,,,,
dolphin-试剂盒到位传感器固定座,Dolphin Reagent Cartridge In-position Sensor Fixation Seat,,,,,,,,,,,,,,,,,,
dolphin试剂盒定位弹片,Dolphin Cartridge Positioning Shrapnel,,,,,,,,,,,,,,,,,,
dolphin-试剂盒风道密封棉,Dolphin Cartridge Air Duct Sealing Cotton,,,,,,,,,,,,,,,,,,
Dolphin-试剂盒压紧海绵,Dolphin Cartridge Compacting Sponge,,,,,,,,,,,,,,,,,,
dolphin试剂盒组件控制板支架,Dolphin Cartridge Assembly Control Panel Scaffold,,,,,,,,,,,,,,,,,,
Dolphin试剂针高度定位夹具,Dolphin Reagent Needle Height Positioning Tooling,,,,,,,,,,,,,,,,,,
Dolphin-试剂针运动机构-立柱,Dolphin Reagent Needle Motion Mechanism Column,,,,,,,,,,,,,,,,,,
Dolphin-水镜滴液针,Dolphin Water Mirror Dropper Needle,,,,,,,,,,,,,,,,,,
Dolphin-水镜吸液针,Dolphin Water Mirror Aspirate Needle,,,,,,,,,,,,,,,,,,
Dolphin-水镜压环,Dolphin Water Mirror Pressure Ring,,,,,,,,,,,,,,,,,,
Dolphin-水镜针固定环,Dolphin Water Mirror Needle Fixation Ring,,,,,,,,,,,,,,,,,,
Dolphin-水镜针预压板,Dolphin Water Mirror Needle Pre-press Plate,,,,,,,,,,,,,,,,,,
dolphin-四连排压板,Dolphin Four-channel Syringe Pump Fixing Plate,,,,,,,,,,,,,,,,,,
dolphin-四连排注射器底板,Dolphin Four-channel Syringe Pump Base Plate,,,,,,,,,,,,,,,,,,
Dolphin-锁扣C,Dolphin Lock C,,,,,,,,,,,,,,,,,,
Dolphin-外部接口板,Dolphin External Interface Board,,,,,,,,,,,,,,,,,,
Dolphin-外部接口板-丝印,Dolphin External Interface Board - Silkscreen,,,,,,,,,,,,,,,,,,
Dolphin-外箱标贴-ARS(CG),Dolphin Outer Box Label - ARS (CG),,,,,,,,,,,,,,,,,,
Dolphin-外箱标贴-CE-ARS,Dolphin Outer Box Label - CE-ARS,,,,,,,,,,,,,,,,,,
Dolphin-外箱标贴-CE-IVD,Dolphin Outer Box Label - CE-IVD,,,,,,,,,,,,,,,,,,
Dolphin-外箱标贴-CE-RS,Dolphin Outer Box Label - CE-RS,,,,,,,,,,,,,,,,,,
Dolphin-外箱标贴-RS(CG),Dolphin Outer Box Label - RS (CG),,,,,,,,,,,,,,,,,,
Dolphin-外箱标贴-俄文ARS,Dolphin Outer Box Label - Russian ARS,,,,,,,,,,,,,,,,,,
Dolphin-外箱标贴-俄文RS,Dolphin Outside Box Label - Russian RS,,,,,,,,,,,,,,,,,,
Dolphin-外箱标贴-国内ARS,Dolphin Outside Box Label - Chinese ARS,,,,,,,,,,,,,,,,,,
Dolphin-外箱标贴-国内IVD,Dolphin Outer Box Label - Chinese IVD,,,,,,,,,,,,,,,,,,
Dolphin-外箱标贴-国内RS,Dolphin Outer Box Label - Chinese RS,,,,,,,,,,,,,,,,,,
Dolphin-外箱标贴-英文展机,Dolphin Outer Box Label - English Exhibition Machine,,,,,,,,,,,,,,,,,,
Dolphin-外箱标贴-中文展机,Dolphin Outer Box Label - Chinese Exhibition Machine,,,,,,,,,,,,,,,,,,
Dolphin外协组件补装装配工艺,Dolphin Outsourced Module Retrofit Assembly Process,,,,,,,,,,,,,,,,,,
Dolphin-外协组件记录表,Dolphin Outsourced Module Record Form,,,,,,,,,,,,,,,,,,
Dolphin-微动开关触发杆,Dolphin Micro Switch Trigger Rod,,,,,,,,,,,,,,,,,,
dolphin-蜗杆轴,Dolphin Worm Shaft,,,,,,,,,,,,,,,,,,
